title,genres,rating,rating counts
Time Masters (Les Maîtres du Temps) (1982),Animation|Sci-Fi,2.5,8
Under Capricorn (1949),Drama,2.5,8
New Rose Hotel (1998),Action|Drama,2.5,12
Overnight Delivery (1996),Romance,2.5,20
Total Eclipse (1995),Drama|Romance,2.5,30
Poison Ivy: New Seduction (1997),Thriller,2.5,60
Flipper (1996),Adventure|Children's,2.5,62
I Love Trouble (1994),Action|Comedy,2.5,127
Ready to Wear (Pret-A-Porter) (1994),Comedy,2.5,127
"Adventures of Rocky and Bullwinkle, The (2000)",Animation|Children's|Comedy,2.5,206
Encino Man (1992),Comedy,2.5,293
Lake Placid (1999),Horror|Thriller,2.5,421
"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,2.51,43
Larger Than Life (1996),Comedy,2.51,47
"Scout, The (1994)",Drama,2.51,68
Beverly Hills Cop III (1994),Action|Comedy,2.51,352
Gremlins 2: The New Batch (1990),Comedy|Horror,2.51,372
Universal Soldier (1992),Action|Sci-Fi,2.51,375
Last Action Hero (1993),Action|Comedy,2.51,500
Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,2.51,511
Zeus and Roxanne (1997),Children's,2.52,23
Being Human (1993),Drama,2.52,29
We're Back! A Dinosaur's Story (1993),Animation|Children's,2.52,29
Fire Down Below (1997),Action|Drama|Thriller,2.52,81
Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller,2.52,498
"This World, Then the Fireworks (1996)",Crime|Drama|Film-Noir,2.53,15
Avalanche (1978),Action,2.53,17
Roustabout (1964),Musical,2.53,34
H.O.T.S. (1979),Comedy,2.53,43
Screwed (2000),Comedy,2.53,60
Creepshow 2 (1987),Horror,2.53,104
Thinner (1996),Horror|Thriller,2.53,174
Airheads (1994),Comedy,2.53,245
Cocoon: The Return (1988),Comedy|Sci-Fi,2.53,259
Swamp Thing (1982),Horror|Sci-Fi,2.53,273
One Night Stand (1997),Drama,2.54,39
"Devil and Max Devlin, The (1981)",Comedy,2.54,52
"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi,2.54,56
Chill Factor (1999),Action|Thriller,2.54,56
In Dreams (1999),Thriller,2.54,63
Mixed Nuts (1994),Comedy,2.54,80
How to Be a Player (1997),Comedy,2.54,84
Herbie Goes Bananas (1980),Adventure|Children's|Comedy,2.54,104
Pumpkinhead (1988),Horror,2.54,112
Sgt. Bilko (1996),Comedy,2.54,140
Money Train (1995),Action,2.54,160
Missing in Action (1984),Action|War,2.54,191
Sister Act 2: Back in the Habit (1993),Comedy,2.54,202
Hollow Man (2000),Horror|Sci-Fi|Thriller,2.54,405
Alien Escape (1995),Horror|Sci-Fi,2.55,20
Love Stinks (1999),Comedy,2.55,20
Never Talk to Strangers (1995),Thriller,2.55,29
"Prophecy II, The (1998)",Horror,2.55,51
Night of the Creeps (1986),Comedy|Horror|Sci-Fi,2.55,65
Feeling Minnesota (1996),Drama|Romance,2.55,85
Herbie Goes to Monte Carlo (1977),Adventure|Children's|Comedy,2.55,101
Wrongfully Accused (1998),Action|Comedy,2.55,123
Terminal Velocity (1994),Action,2.55,137
Volunteers (1985),Comedy,2.55,141
"Fan, The (1996)",Thriller,2.55,145
Village of the Damned (1995),Horror|Sci-Fi,2.55,161
"Clan of the Cave Bear, The (1986)",Drama,2.55,231
Beverly Hills Ninja (1997),Action|Comedy,2.55,232
Flubber (1997),Children's|Comedy|Fantasy,2.55,302
How to Stuff a Wild Bikini (1965),Comedy,2.56,32
Eddie (1996),Comedy,2.56,39
"Big Green, The (1995)",Children's|Comedy,2.56,41
House Arrest (1996),Comedy,2.56,50
Booty Call (1997),Comedy|Romance,2.56,144
Volcano (1997),Drama|Thriller,2.56,181
"Very Brady Sequel, A (1996)",Comedy,2.56,189
Toys (1992),Action|Comedy|Fantasy,2.56,440
Prince Valiant (1997),Adventure,2.57,7
Stranger in the House (1997),Thriller,2.57,7
Cats Don't Dance (1997),Animation|Children's|Musical,2.57,37
Dog Park (1998),Comedy|Romance,2.57,42
Hush (1998),Thriller,2.57,42
Private School (1983),Comedy,2.57,42
Maximum Risk (1996),Action|Adventure|Thriller,2.57,54
Fled (1996),Action|Adventure,2.57,105
Spy Hard (1996),Comedy,2.57,107
Vegas Vacation (1997),Comedy,2.57,216
Trixie (1999),Comedy,2.58,24
Bogus (1996),Children's|Drama|Fantasy,2.58,43
Caligula (1980),Drama,2.58,89
Return of the Fly (1959),Horror|Sci-Fi,2.58,104
Home Fries (1998),Comedy|Romance,2.58,146
Bird on a Wire (1990),Action|Adventure|Romance|Thriller,2.58,380
City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western,2.58,392
Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,2.58,458
Lost in Space (1998),Action|Sci-Fi|Thriller,2.58,667
"King and I, The (1999)",Animation|Children's,2.59,27
Shaft in Africa (1973),Action|Crime,2.59,29
Ed (1996),Comedy,2.59,32
Bikini Beach (1964),Comedy,2.59,39
Ready to Rumble (2000),Comedy,2.59,66
We're No Angels (1989),Drama,2.59,83
Tales from the Crypt Presents: Bordello of Blood (1996),Horror,2.59,151
Iron Eagle (1986),Action|War,2.59,271
Free Willy (1993),Adventure|Children's|Drama,2.59,285
Jaws 2 (1978),Action|Horror,2.59,370
Popeye (1980),Adventure|Comedy|Musical,2.59,471
Finding North (1999),Drama|Romance,2.6,5
Heaven (1998),Thriller,2.6,5
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama,2.6,10
"Tomb of Ligeia, The (1965)",Horror,2.6,10
Daughters of the Dust (1992),Drama,2.6,15
Blood Feast (1963),Horror,2.6,20
"Henry: Portrait of a Serial Killer, Part 2 (1996)",Crime|Horror,2.6,20
Hugo Pool (1997),Romance,2.6,20
"Rich Man's Wife, The (1996)",Thriller,2.6,20
Heavyweights (1994),Children's|Comedy,2.6,30
S.F.W. (1994),Drama,2.6,30
For the Love of Benji (1977),Adventure|Children's,2.6,47
Blue Chips (1994),Drama,2.6,75
Boys and Girls (2000),Comedy|Romance,2.6,77
Jawbreaker (1999),Comedy,2.6,119
Next Friday (1999),Comedy,2.6,168
Mission to Mars (2000),Sci-Fi,2.6,793
Keys to Tulsa (1997),Crime,2.61,18
Lightning Jack (1994),Comedy|Western,2.61,62
Lost & Found (1999),Comedy|Romance,2.61,64
Young Doctors in Love (1982),Comedy,2.61,79
Fatal Instinct (1993),Comedy,2.61,100
"Juror, The (1996)",Drama|Thriller,2.61,114
Attack of the Killer Tomatoes! (1980),Comedy|Horror,2.61,206
Tank Girl (1995),Action|Comedy|Musical|Sci-Fi,2.61,358
Coneheads (1993),Comedy|Sci-Fi,2.61,533
"Alarmist, The (1997)",Comedy,2.62,8
"Bat, The (1959)",Horror,2.62,8
Trick or Treat (1986),Horror,2.62,8
You So Crazy (1994),Comedy,2.62,13
Trial by Jury (1994),Thriller,2.62,26
Romance (1999),Drama|Romance,2.62,32
Phantasm III: Lord of the Dead (1994),Horror,2.62,42
"Mole People, The (1956)",Sci-Fi,2.62,58
Boiling Point (1993),Action|Drama,2.62,61
"Babysitter, The (1995)",Drama|Thriller,2.62,64
First Kid (1996),Children's|Comedy,2.62,77
Girl 6 (1996),Comedy,2.62,78
"Cowboy Way, The (1994)",Action|Comedy,2.62,152
Spawn (1997),Action|Adventure|Sci-Fi|Thriller,2.62,475
Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy,2.62,563
Sleepaway Camp (1983),Horror,2.63,30
One Tough Cop (1998),Action|Drama,2.63,38
"Truth or Consequences, N.M. (1997)",Action|Crime|Romance,2.63,57
Airport 1975 (1974),Drama,2.63,84
Jack (1996),Comedy|Drama,2.63,171
D2: The Mighty Ducks (1994),Children's|Comedy,2.63,193
Teaching Mrs. Tingle (1999),Comedy|Thriller,2.63,199
Plan 9 from Outer Space (1958),Horror|Sci-Fi,2.63,249
Crocodile Dundee II (1988),Adventure|Comedy,2.63,414
I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,2.63,475
End of Days (1999),Action|Thriller,2.63,564
Waterworld (1995),Action|Adventure,2.63,651
"Good Man in Africa, A (1994)",Action|Adventure,2.64,28
Three Wishes (1995),Drama,2.64,33
Beach Party (1963),Comedy,2.64,47
Night Flier (1997),Horror,2.64,47
Phantasm IV: Oblivion (1998),Horror,2.64,47
Striking Distance (1993),Action,2.64,129
F/X 2 (1992),Action|Crime|Thriller,2.64,245
Nutty Professor II: The Klumps (2000),Comedy,2.64,248
"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror,2.64,268
Batman Forever (1995),Action|Adventure|Comedy|Crime,2.64,777
Horror Express (1972),Horror,2.65,17
"Kindred, The (1986)",Horror,2.65,17
Gang Related (1997),Crime,2.65,20
Thumbelina (1994),Animation|Children's,2.65,43
Gun Shy (2000),Comedy,2.65,46
Two Moon Juction (1988),Drama,2.65,60
Duets (2000),Comedy|Drama,2.65,106
"Gate, The (1987)",Horror,2.65,113
Color of Night (1994),Drama|Thriller,2.65,141
"Substitute, The (1996)",Action,2.65,141
"Specialist, The (1994)",Action,2.65,153
Junior (1994),Comedy|Sci-Fi,2.65,218
Chain Reaction (1996),Action|Adventure|Thriller,2.65,237
Psycho (1998),Crime|Horror|Thriller,2.65,264
Rocky IV (1985),Action|Drama,2.65,375
Lassie (1994),Adventure|Children's,2.66,29
"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror,2.66,61
Excess Baggage (1997),Adventure|Romance,2.66,88
"Air Up There, The (1994)",Comedy,2.66,90
"Glimmer Man, The (1996)",Action|Thriller,2.66,101
Sudden Death (1995),Action,2.66,102
"Apple Dumpling Gang Rides Again, The (1979)",Children's|Comedy|Western,2.66,109
Hard Rain (1998),Action|Thriller,2.66,206
Sphere (1998),Adventure|Sci-Fi|Thriller,2.66,541
"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,2.66,615
Brown's Requiem (1998),Drama,2.67,3
Buck and the Preacher (1972),Western,2.67,3
It's in the Water (1998),Comedy,2.67,3
Male and Female (1919),Adventure|Drama,2.67,3
Race the Sun (1996),Drama,2.67,3
"Separation, The (La Séparation) (1994)",Drama,2.67,3
Rent-a-Kid (1995),Comedy,2.67,6
Sprung (1997),Comedy,2.67,6
"Abominable Snowman, The (1957)",Horror|Sci-Fi,2.67,9
Loaded (1994),Drama|Thriller,2.67,9
Jail Bait (1954),Crime|Drama,2.67,12
"Mummy's Hand, The (1940)",Horror,2.67,33
"Player's Club, The (1998)",Action|Drama,2.67,33
"Pompatus of Love, The (1996)",Comedy|Drama,2.67,33
Blood For Dracula (Andy Warhol's Dracula) (1974),Horror,2.67,36
Bless the Child (2000),Thriller,2.67,60
Death Wish II (1982),Action|Drama,2.67,85
Drop Zone (1994),Action,2.67,129
Condorman (1981),Action|Adventure|Children's|Comedy,2.67,145
"Out-of-Towners, The (1999)",Comedy,2.67,199
Son in Law (1993),Comedy,2.67,206
Blind Date (1987),Comedy|Romance,2.67,210
Santa Claus: The Movie (1985),Adventure|Children's|Fantasy,2.67,223
Rough Magic (1995),Drama|Romance,2.68,19
"Walking Dead, The (1995)",Drama|War,2.68,19
Lulu on the Bridge (1998),Drama|Mystery|Romance,2.68,22
Mike's Murder (1984),Mystery,2.68,28
Switchblade Sisters (1975),Crime,2.68,28
Light of Day (1987),Drama,2.68,31
Polish Wedding (1998),Comedy,2.68,65
Woman on Top (2000),Comedy|Romance,2.68,69
Diabolique (1996),Drama|Thriller,2.68,71
Firestorm (1998),Action|Adventure|Thriller,2.68,77
That Darn Cat! (1997),Children's|Comedy|Mystery,2.68,94
Dead Man on Campus (1998),Comedy,2.68,130
Monkey Shines (1988),Horror|Sci-Fi,2.68,161
Bean (1997),Comedy,2.68,200
"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,2.68,477
Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy,2.68,534
Dick Tracy (1990),Action|Crime,2.68,624
"Loss of Sexual Innocence, The (1999)",Drama,2.69,26
"Inkwell, The (1994)",Comedy|Drama,2.69,35
'Til There Was You (1997),Drama|Romance,2.69,52
"Odd Couple II, The (1998)",Comedy,2.69,64
Down to You (2000),Comedy|Romance,2.69,122
Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi,2.69,143
Disturbing Behavior (1998),Horror|Thriller,2.69,161
Halloween: H20 (1998),Horror|Thriller,2.69,199
Milk Money (1994),Comedy|Romance,2.69,228
Anatomy (Anatomie) (2000),Horror,2.7,10
Whatever It Takes (2000),Comedy|Romance,2.7,43
I'll Do Anything (1994),Comedy|Drama,2.7,44
Trial and Error (1997),Comedy|Romance,2.7,71
"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy,2.7,135
"Toxic Avenger, The (1985)",Comedy|Horror,2.7,182
Child's Play (1988),Horror,2.7,239
"Beach, The (2000)",Adventure|Drama,2.7,423
"Acid House, The (1998)",Comedy|Drama,2.71,7
"Late August, Early September (Fin août, début septembre) (1998)",Drama,2.71,7
Public Access (1993),Drama|Thriller,2.71,7
Temptress Moon (Feng Yue) (1996),Romance,2.71,7
Stars and Bars (1988),Comedy,2.71,14
Let's Get Harry (1986),Action|Adventure,2.71,38
Hideaway (1995),Thriller,2.71,45
"Trigger Effect, The (1996)",Drama|Thriller,2.71,59
Desperate Measures (1998),Crime|Drama|Thriller,2.71,111
Mr. Saturday Night (1992),Comedy|Drama,2.71,177
"Crush, The (1993)",Thriller,2.71,178
Daylight (1996),Action|Adventure|Thriller,2.71,204
"Thousand Acres, A (1997)",Drama,2.72,50
Hoodlum (1997),Crime|Drama|Film-Noir,2.72,75
Poison Ivy (1992),Thriller,2.72,139
Who's Harry Crumb? (1989),Comedy,2.72,173
Blame It on Rio (1984),Comedy|Romance,2.72,201
Idle Hands (1999),Comedy|Horror,2.72,207
Urban Legend (1998),Horror|Thriller,2.72,226
Harry and the Hendersons (1987),Comedy,2.72,298
Miss Julie (1999),Drama,2.73,11
Sour Grapes (1998),Comedy,2.73,11
Catfish in Black Bean Sauce (2000),Comedy|Drama,2.73,15
Whipped (2000),Comedy,2.73,37
Shaft's Big Score! (1972),Action|Crime,2.73,44
Bait (2000),Action|Comedy,2.73,45
Friends & Lovers (1999),Comedy|Drama|Romance,2.73,64
"Tigger Movie, The (2000)",Animation|Children's,2.73,129
Herbie Rides Again (1974),Adventure|Children's|Comedy,2.73,135
Lord of Illusions (1995),Horror,2.73,139
Major Payne (1994),Comedy,2.73,140
Tales from the Hood (1995),Comedy|Horror,2.73,149
Waiting to Exhale (1995),Comedy|Drama,2.73,170
Canadian Bacon (1994),Comedy|War,2.73,187
"Shadow, The (1994)",Action,2.73,203
Cujo (1983),Horror|Thriller,2.73,245
"Skulls, The (2000)",Thriller,2.73,302
Porky's (1981),Comedy,2.73,339
"Cable Guy, The (1996)",Comedy,2.73,385
Scream 3 (2000),Horror|Mystery|Thriller,2.73,577
Shadow Conspiracy (1997),Thriller,2.74,19
Guilty as Sin (1993),Crime|Drama|Thriller,2.74,47
Mr. Jones (1993),Drama|Romance,2.74,47
Simply Irresistible (1999),Comedy|Romance,2.74,115
Indecent Proposal (1993),Drama,2.74,217
Deep Rising (1998),Action|Horror|Sci-Fi,2.74,227
Forces of Nature (1999),Comedy|Romance,2.74,235
3 Strikes (2000),Comedy,2.75,4
Beefcake (1999),Drama,2.75,4
Dangerous Ground (1997),Drama,2.75,4
I Got the Hook Up (1998),Comedy,2.75,4
Late Bloomers (1996),Comedy,2.75,4
"Man from Down Under, The (1943)",Drama,2.75,4
Rosie (1998),Drama,2.75,4
Trippin' (1999),Comedy,2.75,4
"Confessional, The (Le Confessionnal) (1995)",Drama|Mystery,2.75,8
"Woman of Paris, A (1923)",Drama,2.75,8
Passion of Mind (1999),Romance|Thriller,2.75,28
Miami Rhapsody (1995),Comedy,2.75,40
187 (1997),Drama,2.75,55
Money Talks (1997),Action|Comedy,2.75,65
"Dark Half, The (1993)",Horror|Mystery,2.75,102
"Low Down Dirty Shame, A (1994)",Action|Comedy,2.75,102
"Exorcist III, The (1990)",Horror,2.75,127
"Love Letter, The (1999)",Comedy|Romance,2.75,144
Halloween II (1981),Horror,2.75,195
"American Werewolf in Paris, An (1997)",Comedy|Horror,2.75,265
Air America (1990),Action|Comedy,2.75,306
Death Becomes Her (1992),Comedy,2.75,339
Snake Eyes (1998),Action|Crime|Mystery|Thriller,2.75,495
Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi,2.75,613
"Pyromaniac's Love Story, A (1995)",Comedy|Romance,2.76,29
"Ghost of Frankenstein, The (1942)",Horror,2.76,33
Critical Care (1997),Comedy,2.76,37
Son of Dracula (1943),Horror,2.76,42
Mr. Wonderful (1993),Comedy|Romance,2.76,49
Senseless (1998),Comedy,2.76,55
Communion (1989),Drama|Sci-Fi|Thriller,2.76,120
Crash (1996),Drama|Thriller,2.76,141
Drowning Mona (2000),Comedy,2.76,190
Coyote Ugly (2000),Drama,2.76,201
Nine Months (1995),Comedy,2.76,211
54 (1998),Drama,2.76,259
Loaded Weapon 1 (1993),Action|Comedy,2.76,264
Deuce Bigalow: Male Gigolo (1999),Comedy,2.76,308
King Kong (1976),Action|Adventure|Horror,2.76,309
Hotel de Love (1996),Comedy|Romance,2.77,22
"Portrait of a Lady, The (1996)",Drama,2.77,43
Gothic (1986),Drama|Horror,2.77,62
Tarantula (1955),Horror|Sci-Fi,2.77,62
Amos & Andrew (1993),Comedy,2.77,81
Gossip (2000),Drama|Thriller,2.77,82
Metro (1997),Action,2.77,100
Breathless (1983),Action|Drama|Romance|Thriller,2.77,129
King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,2.77,136
"Postman, The (1997)",Drama,2.77,137
Boomerang (1992),Comedy|Romance,2.77,194
Very Bad Things (1998),Comedy|Crime,2.77,217
Angels in the Outfield (1994),Children's|Comedy,2.77,247
Reindeer Games (2000),Action|Thriller,2.77,289
"Black Hole, The (1979)",Sci-Fi,2.77,295
Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,2.77,374
Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998),Drama,2.78,9
Eight Days a Week (1997),Comedy,2.78,18
"School of Flesh, The (L' École de la chair) (1998)",Drama,2.78,18
That's Life! (1986),Drama,2.78,18
"Awfully Big Adventure, An (1995)",Drama,2.78,23
"Simple Wish, A (1997)",Children's|Fantasy,2.78,27
Raise the Titanic (1980),Drama|Thriller,2.78,32
Homeward Bound II: Lost in San Francisco (1996),Adventure|Children's,2.78,67
Quest for Camelot (1998),Adventure|Animation|Children's|Fantasy,2.78,68
I Saw What You Did (1965),Thriller,2.78,90
Mad City (1997),Action|Drama,2.78,113
Drive Me Crazy (1999),Comedy|Romance,2.78,119
Godzilla (Gojira) (1984),Action|Sci-Fi,2.78,121
Marked for Death (1990),Action|Drama,2.78,127
Class (1983),Comedy,2.78,129
"Rugrats Movie, The (1998)",Animation|Children's|Comedy,2.78,141
"Art of War, The (2000)",Action,2.78,144
Hard Target (1993),Action|Adventure|Crime|Thriller,2.78,216
"Faculty, The (1998)",Horror|Sci-Fi,2.78,513
Human Traffic (1999),Drama,2.79,14
Heart Condition (1990),Comedy,2.79,19
Crime and Punishment in Suburbia (2000),Comedy|Drama,2.79,33
Knightriders (1981),Action|Adventure|Drama,2.79,34
Clean Slate (1994),Comedy,2.79,48
"Great White Hype, The (1996)",Comedy,2.79,91
"Phantom, The (1996)",Adventure,2.79,123
Dying Young (1991),Drama|Romance,2.79,128
How Stella Got Her Groove Back (1998),Drama|Romance,2.79,140
Mortal Kombat (1995),Action|Adventure,2.79,311
Weekend at Bernie's (1989),Comedy,2.79,373
Color Me Blood Red (1965),Horror,2.8,5
"Devil Rides Out, The (1968)",Horror,2.8,5
In the Line of Duty 2 (1987),Action,2.8,5
"Merry War, A (1997)",Comedy,2.8,10
Violets Are Blue... (1986),Drama|Romance,2.8,15
"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's,2.8,25
Queens Logic (1991),Comedy|Drama,2.8,30
Wisdom (1986),Action|Crime,2.8,49
Bride of the Monster (1956),Horror|Sci-Fi,2.8,71
At First Sight (1999),Drama,2.8,74
Jakob the Liar (1999),Drama,2.8,118
Judgment Night (1993),Action,2.8,133
Hellbound: Hellraiser II (1988),Horror,2.8,167
Hot Shots! Part Deux (1993),Action|Comedy|War,2.8,573
Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's,2.81,32
From the Hip (1987),Comedy,2.81,54
Life with Mikey (1993),Comedy,2.81,64
Down Periscope (1996),Comedy,2.81,133
Small Soldiers (1998),Animation|Children's|Fantasy|War,2.81,364
Days of Thunder (1990),Action|Romance,2.81,420
Twin Town (1997),Comedy|Crime,2.82,11
Asylum (1972),Horror,2.82,17
It Takes Two (1995),Comedy,2.82,28
Splendor (1999),Comedy,2.82,28
Best Men (1997),Action|Comedy|Crime|Drama,2.82,40
Rocket Man (1997),Comedy,2.82,88
"Little Rascals, The (1994)",Children's|Comedy,2.82,107
House Party (1990),Comedy,2.82,171
Bronco Billy (1980),Adventure|Drama|Romance,2.82,176
Wes Craven's New Nightmare (1994),Horror,2.82,251
"Story of Us, The (1999)",Comedy|Drama,2.82,280
Dante's Peak (1997),Action|Thriller,2.82,321
Species (1995),Horror|Sci-Fi,2.82,550
Mighty Peking Man (Hsing hsing wang) (1977),Adventure|Sci-Fi,2.83,6
On Our Merry Way (1948),Comedy|Drama,2.83,6
Original Gangstas (1996),Crime,2.83,6
Relax... It's Just Sex (1998),Comedy,2.83,12
X: The Unknown (1956),Sci-Fi,2.83,12
Touch (1997),Romance,2.83,24
Buddy (1997),Adventure|Children's|Drama,2.83,36
"Mummy's Tomb, The (1942)",Horror,2.83,36
Hot Lead and Cold Feet (1978),Comedy|Western,2.83,42
Blue Hawaii (1961),Comedy|Musical,2.83,121
"Getaway, The (1994)",Action,2.83,143
Mighty Joe Young (1998),Adventure|Children's|Drama,2.83,180
"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy,2.83,201
"Relic, The (1997)",Horror,2.83,237
Battle for the Planet of the Apes (1973),Action|Sci-Fi,2.83,312
Rambo: First Blood Part II (1985),Action|War,2.83,401
Plenty (1985),Drama,2.84,31
Nadine (1987),Comedy,2.84,55
Kiss of Death (1995),Crime|Drama|Thriller,2.84,102
Three to Tango (1999),Comedy|Romance,2.84,103
To Gillian on Her 37th Birthday (1996),Drama|Romance,2.84,108
Something to Talk About (1995),Comedy|Drama|Romance,2.84,164
Message in a Bottle (1999),Romance,2.84,170
Conquest of the Planet of the Apes (1972),Action|Sci-Fi,2.84,358
"I Love You, Don't Touch Me! (1998)",Drama|Romance,2.85,13
"Hot Spot, The (1990)",Drama|Romance,2.85,46
Heaven's Prisoners (1996),Mystery|Thriller,2.85,47
Why Do Fools Fall In Love? (1998),Drama,2.85,52
Burnt Offerings (1976),Horror,2.85,53
Glen or Glenda (1953),Drama,2.85,53
Out to Sea (1997),Comedy,2.85,59
Black and White (1999),Drama,2.85,92
Albino Alligator (1996),Crime|Thriller,2.85,94
Tales from the Darkside: The Movie (1990),Horror,2.85,100
Earthquake (1974),Action,2.85,119
Vampires (1998),Horror,2.85,173
Screamers (1995),Sci-Fi|Thriller,2.85,178
Return from Witch Mountain (1978),Children's|Sci-Fi,2.85,186
Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi,2.85,276
Carried Away (1996),Drama|Romance,2.86,7
Catwalk (1995),Documentary,2.86,7
Hurricane Streets (1998),Drama,2.86,7
Police Story 4: Project S (Chao ji ji hua) (1993),Action,2.86,21
"Funhouse, The (1981)",Horror,2.86,36
Prancer (1989),Children's|Drama,2.86,43
"Lords of Flatbush, The (1974)",Comedy,2.86,85
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,2.86,111
Assassins (1995),Thriller,2.86,126
20 Dates (1998),Comedy,2.86,139
Puppet Master (1989),Horror|Sci-Fi|Thriller,2.86,157
Picture Perfect (1997),Comedy|Romance,2.86,162
What Planet Are You From? (2000),Comedy|Sci-Fi,2.86,180
Multiplicity (1996),Comedy,2.86,239
8MM (1999),Thriller,2.86,272
"Devil's Own, The (1997)",Action|Drama|Thriller|War,2.86,288
"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,2.86,626
Fall (1997),Romance,2.87,15
"Funeral, The (1996)",Drama,2.87,31
House of Dracula (1945),Horror,2.87,39
"End of Violence, The (1997)",Drama|Thriller,2.87,54
She's So Lovely (1997),Drama|Romance,2.87,84
"Evening Star, The (1996)",Comedy|Drama,2.87,90
Robert A. Heinlein's The Puppet Masters (1994),Horror|Sci-Fi,2.87,179
Hocus Pocus (1993),Children's|Comedy,2.87,183
"Butcher's Wife, The (1991)",Comedy|Romance,2.87,195
All Dogs Go to Heaven (1989),Animation|Children's,2.87,215
Dead Presidents (1995),Action|Crime|Drama,2.87,221
Renaissance Man (1994),Comedy|Drama|War,2.87,248
Mickey Blue Eyes (1999),Comedy|Romance,2.87,448
"Net, The (1995)",Sci-Fi|Thriller,2.87,569
Deep Blue Sea (1999),Action|Sci-Fi|Thriller,2.87,598
Predator 2 (1990),Action|Sci-Fi|Thriller,2.87,643
Jamaica Inn (1939),Drama,2.88,8
Telling Lies in America (1997),Drama,2.88,17
Psycho Beach Party (2000),Comedy|Horror|Thriller,2.88,25
Plunkett & MaCleane (1999),Action|Drama,2.88,42
Playing God (1997),Crime|Thriller,2.88,90
Surviving the Game (1994),Action|Adventure|Thriller,2.88,124
"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance,2.88,168
200 Cigarettes (1999),Comedy|Drama,2.88,181
Virtuosity (1995),Sci-Fi|Thriller,2.88,221
"Ninth Gate, The (2000)",Thriller,2.88,298
Rocky III (1982),Action|Drama,2.88,401
Wayne's World 2 (1993),Comedy,2.88,433
Broken Arrow (1996),Action|Thriller,2.88,638
"301, 302 (1995)",Mystery,2.89,9
Falling in Love Again (1980),Comedy,2.89,9
"Amazing Panda Adventure, The (1995)",Adventure|Children's,2.89,18
"Communion (a.k.a. Alice, Sweet Alice/Holy Terror) (1977)",Horror,2.89,28
"Swan Princess, The (1994)",Animation|Children's,2.89,54
Bride of Re-Animator (1990),Comedy|Horror,2.89,65
Phantasm II (1988),Horror,2.89,89
Dear God (1996),Comedy,2.89,94
Speechless (1994),Comedy|Romance,2.89,140
House (1986),Comedy|Horror,2.89,166
Paulie (1998),Adventure|Children's|Comedy,2.89,168
Brokedown Palace (1999),Drama,2.89,171
Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,2.89,209
"Mighty Ducks, The (1992)",Children's|Comedy,2.89,361
"Money Pit, The (1986)",Comedy,2.89,418
Timecop (1994),Action|Sci-Fi,2.89,436
"Shooter, The (1995)",Action,2.9,10
Nina Takes a Lover (1994),Comedy|Romance,2.9,21
Star Maps (1997),Drama,2.9,30
Bad Company (1995),Action,2.9,40
Bliss (1997),Drama|Romance,2.9,40
Celebrity (1998),Comedy,2.9,96
Jennifer 8 (1992),Thriller,2.9,116
Cat's Eye (1985),Horror,2.9,162
"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi,2.9,198
Mary Shelley's Frankenstein (1994),Drama|Horror,2.9,244
Candyman (1992),Horror,2.9,262
Naked Gun 33 1/3: The Final Insult (1994),Comedy,2.9,412
Stigmata (1999),Thriller,2.9,419
"Golden Child, The (1986)",Action|Adventure|Comedy,2.9,459
Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,2.9,1074
Assassination (1987),Action,2.91,23
Barenaked in America (1999),Documentary,2.91,32
Normal Life (1996),Crime|Drama,2.91,35
Crazy in Alabama (1999),Comedy|Drama,2.91,45
