title,genres,rating,rating counts
Outside Ozona (1998),Drama,4.0,1
Running Free (2000),Drama,4.0,1
Target (1995),Drama,4.0,1
Ten Benny (1997),Drama,4.0,1
Voyage to the Beginning of the World (1997),Drama,4.0,1
Wend Kuuni (God's Gift) (1982),Drama,4.0,1
Angela (1995),Drama,4.0,2
Everything Relative (1996),Drama,4.0,2
Illtown (1996),Drama,4.0,2
Leather Jacket Love Story (1997),Drama,4.0,2
Dingo (1992),Drama,4.0,3
"End of the Affair, The (1955)",Drama,4.0,3
Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama,4.0,3
"Friend of the Deceased, A (1997)",Drama,4.0,4
Savior (1998),Drama,4.0,4
24 7: Twenty Four Seven (1997),Drama,4.0,5
"Midaq Alley (Callejón de los milagros, El) (1995)",Drama,4.0,5
"Walk in the Sun, A (1945)",Drama,4.0,6
Chushingura (1962),Drama,4.0,20
Lonely Are the Brave (1962),Drama,4.0,50
Fresh (1994),Drama,4.0,93
"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",Drama,4.0,141
"Room with a View, A (1986)",Drama,4.0,560
Witness (1985),Drama,4.0,1046
Gone with the Wind (1939),Drama,4.0,1156
Midnight Express (1978),Drama,4.01,295
Miller's Crossing (1990),Drama,4.01,358
"Elephant Man, The (1980)",Drama,4.01,457
Boys Don't Cry (1999),Drama,4.01,850
Dead Poets Society (1989),Drama,4.01,855
"Untouchables, The (1987)",Drama,4.01,1127
Close Encounters of the Third Kind (1977),Drama,4.01,1451
Two Women (La Ciociara) (1961),Drama,4.02,44
Red Sorghum (Hong Gao Liang) (1987),Drama,4.02,65
Hud (1963),Drama,4.02,279
Spartacus (1960),Drama,4.02,426
Network (1976),Drama,4.02,688
Say Anything... (1989),Drama,4.02,914
"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,4.03,100
How Green Was My Valley (1941),Drama,4.03,107
All the King's Men (1949),Drama,4.03,119
Croupier (1998),Drama,4.03,235
Sense and Sensibility (1995),Drama,4.03,835
Elizabeth (1998),Drama,4.03,938
American Graffiti (1973),Drama,4.03,990
Bread and Chocolate (Pane e cioccolata) (1973),Drama,4.04,67
"Sweet Hereafter, The (1997)",Drama,4.04,381
Secrets & Lies (1996),Drama,4.04,474
Little Big Man (1970),Drama,4.04,591
"Boys of St. Vincent, The (1993)",Drama,4.05,37
Woman in the Dunes (Suna no onna) (1964),Drama,4.05,77
Diva (1981),Drama,4.05,257
Cat on a Hot Tin Roof (1958),Drama,4.05,271
Rain Man (1988),Drama,4.05,1330
Limbo (1999),Drama,4.06,88
Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,4.06,123
"Straight Story, The (1999)",Drama,4.06,429
"Insider, The (1999)",Drama,4.06,884
Ponette (1996),Drama,4.07,73
Beautiful Thing (1996),Drama,4.07,90
Who's Afraid of Virginia Woolf? (1966),Drama,4.07,297
Papillon (1973),Drama,4.07,325
Doctor Zhivago (1965),Drama,4.07,564
Apollo 13 (1995),Drama,4.07,1251
2001: A Space Odyssey (1968),Drama,4.07,1716
"Terrorist, The (Malli) (1998)",Drama,4.08,24
Brief Encounter (1946),Drama,4.08,99
Badlands (1973),Drama,4.08,241
Farewell My Concubine (1993),Drama,4.08,254
Eat Drink Man Woman (1994),Drama,4.08,346
Key Largo (1948),Drama,4.08,461
Breaking Away (1979),Drama,4.08,520
Lone Star (1996),Drama,4.08,630
Manhattan (1979),Drama,4.08,718
"Right Stuff, The (1983)",Drama,4.08,750
Fight Club (1999),Drama,4.08,1451
Get Real (1998),Drama,4.09,68
After Life (1998),Drama,4.09,102
Mildred Pierce (1945),Drama,4.09,136
All About My Mother (Todo Sobre Mi Madre) (1999),Drama,4.09,394
"Postino, Il (The Postman) (1994)",Drama,4.09,501
Platoon (1986),Drama,4.09,1143
Three Colors: Blue (1993),Drama,4.1,243
Breaker Morant (1980),Drama,4.1,360
From Here to Eternity (1953),Drama,4.1,364
Big Night (1996),Drama,4.1,450
Bonnie and Clyde (1967),Drama,4.1,686
"French Connection, The (1971)",Drama,4.1,861
Stand by Me (1986),Drama,4.1,1785
8 1/2 (1963),Drama,4.11,228
Wings of Desire (Der Himmel über Berlin) (1987),Drama,4.11,242
Midnight Cowboy (1969),Drama,4.11,663
"Deer Hunter, The (1978)",Drama,4.11,700
Ben-Hur (1959),Drama,4.11,704
"Professional, The (a.k.a. Leon: The Professional) (1994)",Drama,4.11,923
Full Metal Jacket (1987),Drama,4.11,1254
Gladiator (2000),Drama,4.11,1924
"Best Years of Our Lives, The (1946)",Drama,4.12,236
Requiem for a Dream (2000),Drama,4.12,304
In the Heat of the Night (1967),Drama,4.13,348
"Apartment, The (1960)",Drama,4.13,417
"Grapes of Wrath, The (1940)",Drama,4.13,521
"Harmonists, The (1997)",Drama,4.14,28
Matewan (1987),Drama,4.14,177
"Day the Earth Stood Still, The (1951)",Drama,4.14,559
October Sky (1999),Drama,4.14,588
Gandhi (1982),Drama,4.14,671
My Life as a Dog (Mitt liv som hund) (1985),Drama,4.15,330
Mister Roberts (1955),Drama,4.15,421
"Green Mile, The (1999)",Drama,4.15,1222
"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Drama,4.16,61
Aparajito (1956),Drama,4.17,23
Carmen (1984),Drama,4.17,30
Raise the Red Lantern (1991),Drama,4.17,277
Firelight (1997),Drama,4.18,11
This Is Spinal Tap (1984),Drama,4.18,1118
Taxi Driver (1976),Drama,4.18,1240
Good Will Hunting (1997),Drama,4.18,1548
Cold Fever (Á köldum klaka) (1994),Drama,4.19,16
Trust (1990),Drama,4.19,90
Children of Paradise (Les enfants du paradis) (1945),Drama,4.19,100
Raging Bull (1980),Drama,4.19,677
Glory (1989),Drama,4.19,1112
Nénette et Boni (1996),Drama,4.2,5
"Face in the Crowd, A (1957)",Drama,4.2,74
"Pawnbroker, The (1965)",Drama,4.2,156
Nights of Cabiria (Le Notti di Cabiria) (1957),Drama,4.21,111
Sling Blade (1996),Drama,4.21,1177
"King of Masks, The (Bian Lian) (1996)",Drama,4.22,67
Blood Simple (1984),Drama,4.22,628
"Conformist, The (Il Conformista) (1970)",Drama,4.23,57
Anatomy of a Murder (1959),Drama,4.23,199
"Man for All Seasons, A (1966)",Drama,4.23,219
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,4.23,299
Three Colors: Red (1994),Drama,4.23,334
Stalag 17 (1953),Drama,4.23,394
"Streetcar Named Desire, A (1951)",Drama,4.23,483
American History X (1998),Drama,4.23,640
Almost Famous (2000),Drama,4.23,994
Braveheart (1995),Drama,4.23,2443
Mr. Smith Goes to Washington (1939),Drama,4.24,383
"Hustler, The (1961)",Drama,4.24,450
Apocalypse Now (1979),Drama,4.24,1176
"Christmas Story, A (1983)",Drama,4.24,1352
"Eighth Day, The (Le Huitième jour ) (1996)",Drama,4.25,12
Before the Rain (Pred dozhdot) (1994),Drama,4.25,28
Some Folks Call It a Sling Blade (1993),Drama,4.25,306
"Conversation, The (1974)",Drama,4.25,453
"Killing Fields, The (1984)",Drama,4.25,732
Cool Hand Luke (1967),Drama,4.25,930
"Graduate, The (1967)",Drama,4.25,1261
Amadeus (1984),Drama,4.25,1382
"Wizard of Oz, The (1939)",Drama,4.25,1718
Fargo (1996),Drama,4.25,2513
Manon of the Spring (Manon des sources) (1986),Drama,4.26,220
All About Eve (1950),Drama,4.26,403
Ran (1985),Drama,4.27,357
On the Waterfront (1954),Drama,4.27,519
Patton (1970),Drama,4.27,645
Kagemusha (1980),Drama,4.28,141
Central Station (Central do Brasil) (1998),Drama,4.28,215
Inherit the Wind (1960),Drama,4.28,268
GoodFellas (1990),Drama,4.28,1657
Pulp Fiction (1994),Drama,4.28,2171
Henry V (1989),Drama,4.29,426
Cinema Paradiso (1988),Drama,4.29,615
Star Wars: Episode V - The Empire Strikes Back (1980),Drama,4.29,2990
Time of the Gypsies (Dom za vesanje) (1989),Drama,4.3,10
West Beirut (West Beyrouth) (1998),Drama,4.3,10
12 Angry Men (1957),Drama,4.3,616
It's a Wonderful Life (1946),Drama,4.3,729
"Boat, The (Das Boot) (1981)",Drama,4.3,1001
"Celebration, The (Festen) (1998)",Drama,4.31,117
"400 Blows, The (Les Quatre cents coups) (1959)",Drama,4.32,187
Jean de Florette (1986),Drama,4.32,216
American Beauty (1999),Drama,4.32,3428
Soft Fruit (1999),Drama,4.33,9
Dersu Uzala (1974),Drama,4.33,92
Life Is Beautiful (La Vita è bella) (1997),Drama,4.33,1152
To Live (Huozhe) (1994),Drama,4.34,61
"Grand Illusion (Grande illusion, La) (1937)",Drama,4.34,165
Saving Private Ryan (1998),Drama,4.34,2653
"Silence of the Lambs, The (1991)",Drama,4.35,2578
Hearts and Minds (1996),Drama,4.36,14
"Bicycle Thief, The (Ladri di biciclette) (1948)",Drama,4.36,252
"Godfather: Part II, The (1974)",Drama,4.36,1692
North by Northwest (1959),Drama,4.38,1315
City Lights (1931),Drama,4.39,271
"Bridge on the River Kwai, The (1957)",Drama,4.39,938
Citizen Kane (1941),Drama,4.39,1116
One Flew Over the Cuckoo's Nest (1975),Drama,4.39,1725
Pather Panchali (1955),Drama,4.4,47
Yojimbo (1961),Drama,4.4,215
"World of Apu, The (Apur Sansar) (1959)",Drama,4.41,56
Casablanca (1942),Drama,4.41,1669
To Kill a Mockingbird (1962),Drama,4.43,928
Paths of Glory (1957),Drama,4.47,230
"Bells, The (1926)",Drama,4.5,2
"Callejón de los milagros, El (1995)",Drama,4.5,2
Dangerous Game (1993),Drama,4.5,2
Dry Cleaning (Nettoyage à sec) (1997),Drama,4.5,2
"Hour of the Pig, The (1993)",Drama,4.5,2
"Inheritors, The (Die Siebtelbauern) (1998)",Drama,4.5,2
Mamma Roma (1962),Drama,4.5,2
Skipped Parts (2000),Drama,4.5,2
Schindler's List (1993),Drama,4.51,2304
"Godfather, The (1972)",Drama,4.52,2223
"Shawshank Redemption, The (1994)",Drama,4.55,2227
Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Drama,4.56,628
"Apple, The (Sib) (1998)",Drama,4.67,9
Lamerica (1994),Drama,4.75,8
I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama,4.8,5
One Little Indian (1973),Drama,5.0,1
Schlafes Bruder (Brother of Sleep) (1995),Drama,5.0,1
Song of Freedom (1936),Drama,5.0,1
Elstree Calling (1930),Comedy,1.0,1
Hillbillys in a Haunted House (1967),Comedy,1.0,1
"Little Indian, Big City (Un indien dans la ville) (1994)",Comedy,1.0,1
Mutters Courage (1995),Comedy,1.0,1
Nueba Yol (1995),Comedy,1.0,1
Sleepover (1995),Comedy,1.0,1
Waltzes from Vienna (1933),Comedy,1.0,1
Wirey Spindell (1999),Comedy,1.0,2
Spring Fever USA (a.k.a. Lauderdale) (1989),Comedy,1.0,3
Santa with Muscles (1996),Comedy,1.0,7
Kazaam (1996),Comedy,1.47,120
Something to Sing About (1937),Comedy,1.5,2
Sudden Manhattan (1996),Comedy,1.5,2
Meatballs III (1987),Comedy,1.55,65
Problem Child 2 (1991),Comedy,1.56,99
Police Academy 6: City Under Siege (1989),Comedy,1.66,149
"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)",Comedy,1.67,3
Circus (2000),Comedy,1.67,3
Theodore Rex (1995),Comedy,1.67,3
Meatballs Part II (1984),Comedy,1.7,73
Baby Geniuses (1999),Comedy,1.7,164
Meatballs 4 (1992),Comedy,1.72,40
House Party 3 (1994),Comedy,1.74,38
Police Academy 5: Assignment: Miami Beach (1988),Comedy,1.77,150
Stop! Or My Mom Will Shoot (1992),Comedy,1.78,179
"Machine, The (1994)",Comedy,1.8,5
Last Resort (1994),Comedy,1.8,10
"Flintstones in Viva Rock Vegas, The (2000)",Comedy,1.8,128
B*A*P*S (1997),Comedy,1.81,26
"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy,1.81,53
Mr. Wrong (1996),Comedy,1.82,60
"Toxic Avenger, Part II, The (1989)",Comedy,1.85,62
"Allnighter, The (1987)",Comedy,1.86,7
"Big Squeeze, The (1996)",Comedy,1.86,7
Spice World (1997),Comedy,1.87,190
Mr. Magoo (1997),Comedy,1.88,64
Home Alone 3 (1997),Comedy,1.88,154
Rent-A-Cop (1988),Comedy,1.91,35
Police Academy 4: Citizens on Patrol (1987),Comedy,1.91,174
Big Bully (1996),Comedy,1.92,12
Problem Child (1990),Comedy,1.92,160
Bushwhacked (1995),Comedy,1.93,14
She-Devil (1989),Comedy,1.94,157
Chairman of the Board (1998),Comedy,1.96,24
Grease 2 (1982),Comedy,1.96,303
House Party 2 (1991),Comedy,1.97,64
Happy Weekend (1996),Comedy,2.0,1
"Lay of the Land, The (1997)",Comedy,2.0,1
Live Virgin (1999),Comedy,2.0,1
Ménage (Tenue de soirée) (1986),Comedy,2.0,1
"Superweib, Das (1996)",Comedy,2.0,1
Tinseltown (1998),Comedy,2.0,1
"Waiting Game, The (2000)",Comedy,2.0,1
Intimate Relations (1996),Comedy,2.0,2
Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998),Comedy,2.0,2
Talking About Sex (1994),Comedy,2.0,2
Loser (1991),Comedy,2.0,3
Peanuts - Die Bank zahlt alles (1996),Comedy,2.0,3
Phat Beach (1996),Comedy,2.0,4
Frogs for Snakes (1998),Comedy,2.0,5
Woo (1998),Comedy,2.0,11
"Alan Smithee Film: Burn Hollywood Burn, An (1997)",Comedy,2.0,17
"Stupids, The (1996)",Comedy,2.0,55
Nothing But Trouble (1991),Comedy,2.0,83
Police Academy 3: Back in Training (1986),Comedy,2.03,196
Porky's Revenge (1985),Comedy,2.04,122
Porky's II: The Next Day (1983),Comedy,2.04,141
Meet the Deedles (1998),Comedy,2.05,21
Cops and Robbersons (1994),Comedy,2.05,64
"Jerky Boys, The (1994)",Comedy,2.06,66
Bio-Dome (1996),Comedy,2.06,143
Gordy (1995),Comedy,2.1,10
Bootmen (2000),Comedy,2.11,9
Two Much (1996),Comedy,2.11,9
Dudley Do-Right (1999),Comedy,2.11,121
Richie Rich (1994),Comedy,2.11,183
Leave It to Beaver (1997),Comedy,2.12,43
Air Bud: Golden Receiver (1998),Comedy,2.12,69
Date with an Angel (1987),Comedy,2.14,51
Destiny Turns on the Radio (1995),Comedy,2.15,13
Repossessed (1990),Comedy,2.15,53
Six of a Kind (1934),Comedy,2.17,6
McHale's Navy (1997),Comedy,2.17,156
Inspector Gadget (1999),Comedy,2.17,373
Molly (1999),Comedy,2.18,11
Nekromantik (1987),Comedy,2.18,11
Gone Fishin' (1997),Comedy,2.18,49
High School High (1996),Comedy,2.18,78
Striptease (1996),Comedy,2.18,298
"Beverly Hillbillies, The (1993)",Comedy,2.19,156
Play it to the Bone (1999),Comedy,2.2,70
Carpool (1996),Comedy,2.21,24
Dunston Checks In (1996),Comedy,2.21,76
Snow Day (2000),Comedy,2.21,122
My Boyfriend's Back (1993),Comedy,2.22,37
Blank Check (1994),Comedy,2.22,96
Major League: Back to the Minors (1998),Comedy,2.22,142
Exit to Eden (1994),Comedy,2.22,147
"Velocity of Gary, The (1998)",Comedy,2.23,22
In the Army Now (1994),Comedy,2.23,151
Jack Frost (1998),Comedy,2.23,205
"Adventures of Elmo in Grouchland, The (1999)",Comedy,2.24,33
Vampire in Brooklyn (1995),Comedy,2.24,89
Class Reunion (1982),Comedy,2.25,20
House II: The Second Story (1987),Comedy,2.25,103
Action Jackson (1988),Comedy,2.25,185
"Thin Line Between Love and Hate, A (1996)",Comedy,2.26,19
Getting Even with Dad (1994),Comedy,2.26,38
My Giant (1998),Comedy,2.26,69
"Honey, I Blew Up the Kid (1992)",Comedy,2.26,381
Chasers (1994),Comedy,2.27,45
Two if by Sea (1996),Comedy,2.27,79
Who's That Girl? (1987),Comedy,2.28,96
Operation Dumbo Drop (1995),Comedy,2.28,213
Class of Nuke 'Em High (1986),Comedy,2.29,58
Joe's Apartment (1996),Comedy,2.29,131
Beautiful (2000),Comedy,2.3,40
Even Cowgirls Get the Blues (1993),Comedy,2.3,81
Hanging Up (2000),Comedy,2.3,176
Jury Duty (1995),Comedy,2.31,81
8 Heads in a Duffel Bag (1997),Comedy,2.32,145
Celtic Pride (1996),Comedy,2.33,51
My Favorite Martian (1999),Comedy,2.33,123
"Next Best Thing, The (2000)",Comedy,2.33,160
Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Comedy,2.34,146
Meet Wally Sparks (1997),Comedy,2.35,46
Under the Rainbow (1981),Comedy,2.35,71
"Flintstones, The (1994)",Comedy,2.35,267
"Pest, The (1997)",Comedy,2.36,64
Dracula: Dead and Loving It (1995),Comedy,2.36,160
Bonfire of the Vanities (1990),Comedy,2.37,118
D3: The Mighty Ducks (1996),Comedy,2.37,142
Drop Dead Fred (1991),Comedy,2.37,317
Welcome to Woop-Woop (1997),Comedy,2.38,13
Man of the House (1995),Comedy,2.38,24
Isn't She Great? (2000),Comedy,2.38,37
And God Created Woman (1988),Comedy,2.38,40
"Crew, The (2000)",Comedy,2.38,40
Stay Tuned (1992),Comedy,2.38,71
"Night at the Roxbury, A (1998)",Comedy,2.38,144
Cabin Boy (1994),Comedy,2.38,187
Police Academy 2: Their First Assignment (1985),Comedy,2.39,225
Home Alone 2: Lost in New York (1992),Comedy,2.39,341
Kicked in the Head (1997),Comedy,2.4,5
"Search for One-eye Jimmy, The (1996)",Comedy,2.4,5
Krippendorf's Tribe (1998),Comedy,2.4,108
"Pallbearer, The (1996)",Comedy,2.41,79
Soul Man (1986),Comedy,2.41,193
Haunted Honeymoon (1986),Comedy,2.42,72
"Kid in King Arthur's Court, A (1995)",Comedy,2.42,144
"Blood, Guts, Bullets and Octane (1998)",Comedy,2.43,7
Pot O' Gold (1941),Comedy,2.43,7
"Beautician and the Beast, The (1997)",Comedy,2.43,148
Blues Brothers 2000 (1998),Comedy,2.43,230
Vibes (1988),Comedy,2.44,50
Stuart Saves His Family (1995),Comedy,2.44,112
Big Momma's House (2000),Comedy,2.44,180
"Smile Like Yours, A (1997)",Comedy,2.45,20
National Lampoon's Senior Trip (1995),Comedy,2.45,49
Burglar (1987),Comedy,2.45,88
Mafia! (1998),Comedy,2.45,129
Superstar (1999),Comedy,2.45,213
"Steal Big, Steal Little (1995)",Comedy,2.46,13
Jimmy Hollywood (1994),Comedy,2.46,24
"Doom Generation, The (1995)",Comedy,2.46,61
Loser (2000),Comedy,2.46,138
"Road to Wellville, The (1994)",Comedy,2.46,149
"Sixth Man, The (1997)",Comedy,2.47,19
8 1/2 Women (1999),Comedy,2.47,49
Fathers' Day (1997),Comedy,2.47,88
Made in America (1993),Comedy,2.47,97
Simpatico (1999),Comedy,2.48,21
"Favor, The (1994)",Comedy,2.48,31
Almost Heroes (1998),Comedy,2.48,60
Armed and Dangerous (1986),Comedy,2.48,130
Another Stakeout (1993),Comedy,2.48,179
Jingle All the Way (1996),Comedy,2.48,222
"Bachelor, The (1999)",Comedy,2.48,252
Ace Ventura: When Nature Calls (1995),Comedy,2.48,389
North (1994),Comedy,2.49,69
Holy Man (1998),Comedy,2.49,90
Air Bud (1997),Comedy,2.49,112
Better Living (1998),Comedy,2.5,2
Little City (1998),Comedy,2.5,8
I Love Trouble (1994),Comedy,2.5,127
Ready to Wear (Pret-A-Porter) (1994),Comedy,2.5,127
"Adventures of Rocky and Bullwinkle, The (2000)",Comedy,2.5,206
Encino Man (1992),Comedy,2.5,293
"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,2.51,43
Larger Than Life (1996),Comedy,2.51,47
Beverly Hills Cop III (1994),Comedy,2.51,352
Gremlins 2: The New Batch (1990),Comedy,2.51,372
Last Action Hero (1993),Comedy,2.51,500
H.O.T.S. (1979),Comedy,2.53,43
Screwed (2000),Comedy,2.53,60
Airheads (1994),Comedy,2.53,245
Cocoon: The Return (1988),Comedy,2.53,259
"Devil and Max Devlin, The (1981)",Comedy,2.54,52
Mixed Nuts (1994),Comedy,2.54,80
How to Be a Player (1997),Comedy,2.54,84
Herbie Goes Bananas (1980),Comedy,2.54,104
Sgt. Bilko (1996),Comedy,2.54,140
Sister Act 2: Back in the Habit (1993),Comedy,2.54,202
Love Stinks (1999),Comedy,2.55,20
Night of the Creeps (1986),Comedy,2.55,65
Herbie Goes to Monte Carlo (1977),Comedy,2.55,101
Wrongfully Accused (1998),Comedy,2.55,123
Volunteers (1985),Comedy,2.55,141
Beverly Hills Ninja (1997),Comedy,2.55,232
Flubber (1997),Comedy,2.55,302
How to Stuff a Wild Bikini (1965),Comedy,2.56,32
Eddie (1996),Comedy,2.56,39
"Big Green, The (1995)",Comedy,2.56,41
House Arrest (1996),Comedy,2.56,50
Booty Call (1997),Comedy,2.56,144
"Very Brady Sequel, A (1996)",Comedy,2.56,189
Toys (1992),Comedy,2.56,440
Dog Park (1998),Comedy,2.57,42
Private School (1983),Comedy,2.57,42
Spy Hard (1996),Comedy,2.57,107
Vegas Vacation (1997),Comedy,2.57,216
Trixie (1999),Comedy,2.58,24
Home Fries (1998),Comedy,2.58,146
City Slickers II: The Legend of Curly's Gold (1994),Comedy,2.58,392
Ed (1996),Comedy,2.59,32
Bikini Beach (1964),Comedy,2.59,39
Ready to Rumble (2000),Comedy,2.59,66
Popeye (1980),Comedy,2.59,471
Heavyweights (1994),Comedy,2.6,30
Boys and Girls (2000),Comedy,2.6,77
Jawbreaker (1999),Comedy,2.6,119
Next Friday (1999),Comedy,2.6,168
Lightning Jack (1994),Comedy,2.61,62
Lost & Found (1999),Comedy,2.61,64
Young Doctors in Love (1982),Comedy,2.61,79
Fatal Instinct (1993),Comedy,2.61,100
Attack of the Killer Tomatoes! (1980),Comedy,2.61,206
Tank Girl (1995),Comedy,2.61,358
Coneheads (1993),Comedy,2.61,533
"Alarmist, The (1997)",Comedy,2.62,8
You So Crazy (1994),Comedy,2.62,13
First Kid (1996),Comedy,2.62,77
Girl 6 (1996),Comedy,2.62,78
"Cowboy Way, The (1994)",Comedy,2.62,152
Space Jam (1996),Comedy,2.62,563
Jack (1996),Comedy,2.63,171
D2: The Mighty Ducks (1994),Comedy,2.63,193
Teaching Mrs. Tingle (1999),Comedy,2.63,199
Crocodile Dundee II (1988),Comedy,2.63,414
Beach Party (1963),Comedy,2.64,47
Nutty Professor II: The Klumps (2000),Comedy,2.64,248
Batman Forever (1995),Comedy,2.64,777
Gun Shy (2000),Comedy,2.65,46
Duets (2000),Comedy,2.65,106
Junior (1994),Comedy,2.65,218
"Air Up There, The (1994)",Comedy,2.66,90
"Apple Dumpling Gang Rides Again, The (1979)",Comedy,2.66,109
It's in the Water (1998),Comedy,2.67,3
Rent-a-Kid (1995),Comedy,2.67,6
Sprung (1997),Comedy,2.67,6
"Pompatus of Love, The (1996)",Comedy,2.67,33
Condorman (1981),Comedy,2.67,145
"Out-of-Towners, The (1999)",Comedy,2.67,199
Son in Law (1993),Comedy,2.67,206
Blind Date (1987),Comedy,2.67,210
Polish Wedding (1998),Comedy,2.68,65
Woman on Top (2000),Comedy,2.68,69
That Darn Cat! (1997),Comedy,2.68,94
Dead Man on Campus (1998),Comedy,2.68,130
Bean (1997),Comedy,2.68,200
"Inkwell, The (1994)",Comedy,2.69,35
"Odd Couple II, The (1998)",Comedy,2.69,64
Down to You (2000),Comedy,2.69,122
Milk Money (1994),Comedy,2.69,228
Whatever It Takes (2000),Comedy,2.7,43
I'll Do Anything (1994),Comedy,2.7,44
Trial and Error (1997),Comedy,2.7,71
"Toxic Avenger, The (1985)",Comedy,2.7,182
"Acid House, The (1998)",Comedy,2.71,7
Stars and Bars (1988),Comedy,2.71,14
Mr. Saturday Night (1992),Comedy,2.71,177
Who's Harry Crumb? (1989),Comedy,2.72,173
Blame It on Rio (1984),Comedy,2.72,201
Idle Hands (1999),Comedy,2.72,207
Harry and the Hendersons (1987),Comedy,2.72,298
Sour Grapes (1998),Comedy,2.73,11
Catfish in Black Bean Sauce (2000),Comedy,2.73,15
Whipped (2000),Comedy,2.73,37
Bait (2000),Comedy,2.73,45
Friends & Lovers (1999),Comedy,2.73,64
Herbie Rides Again (1974),Comedy,2.73,135
Major Payne (1994),Comedy,2.73,140
Tales from the Hood (1995),Comedy,2.73,149
Waiting to Exhale (1995),Comedy,2.73,170
Canadian Bacon (1994),Comedy,2.73,187
Porky's (1981),Comedy,2.73,339
"Cable Guy, The (1996)",Comedy,2.73,385
Simply Irresistible (1999),Comedy,2.74,115
Forces of Nature (1999),Comedy,2.74,235
3 Strikes (2000),Comedy,2.75,4
I Got the Hook Up (1998),Comedy,2.75,4
Late Bloomers (1996),Comedy,2.75,4
Trippin' (1999),Comedy,2.75,4
Miami Rhapsody (1995),Comedy,2.75,40
Money Talks (1997),Comedy,2.75,65
"Low Down Dirty Shame, A (1994)",Comedy,2.75,102
"Love Letter, The (1999)",Comedy,2.75,144
"American Werewolf in Paris, An (1997)",Comedy,2.75,265
Air America (1990),Comedy,2.75,306
Death Becomes Her (1992),Comedy,2.75,339
"Pyromaniac's Love Story, A (1995)",Comedy,2.76,29
Critical Care (1997),Comedy,2.76,37
Mr. Wonderful (1993),Comedy,2.76,49
Senseless (1998),Comedy,2.76,55
Drowning Mona (2000),Comedy,2.76,190
Nine Months (1995),Comedy,2.76,211
Loaded Weapon 1 (1993),Comedy,2.76,264
Deuce Bigalow: Male Gigolo (1999),Comedy,2.76,308
Hotel de Love (1996),Comedy,2.77,22
Amos & Andrew (1993),Comedy,2.77,81
Boomerang (1992),Comedy,2.77,194
Very Bad Things (1998),Comedy,2.77,217
Angels in the Outfield (1994),Comedy,2.77,247
Jumpin' Jack Flash (1986),Comedy,2.77,374
Eight Days a Week (1997),Comedy,2.78,18
Drive Me Crazy (1999),Comedy,2.78,119
Class (1983),Comedy,2.78,129
"Rugrats Movie, The (1998)",Comedy,2.78,141
Heart Condition (1990),Comedy,2.79,19
Crime and Punishment in Suburbia (2000),Comedy,2.79,33
Clean Slate (1994),Comedy,2.79,48
"Great White Hype, The (1996)",Comedy,2.79,91
Weekend at Bernie's (1989),Comedy,2.79,373
"Merry War, A (1997)",Comedy,2.8,10
Queens Logic (1991),Comedy,2.8,30
Hot Shots! Part Deux (1993),Comedy,2.8,573
From the Hip (1987),Comedy,2.81,54
Life with Mikey (1993),Comedy,2.81,64
Down Periscope (1996),Comedy,2.81,133
Twin Town (1997),Comedy,2.82,11
It Takes Two (1995),Comedy,2.82,28
Splendor (1999),Comedy,2.82,28
Best Men (1997),Comedy,2.82,40
Rocket Man (1997),Comedy,2.82,88
"Little Rascals, The (1994)",Comedy,2.82,107
House Party (1990),Comedy,2.82,171
"Story of Us, The (1999)",Comedy,2.82,280
On Our Merry Way (1948),Comedy,2.83,6
Relax... It's Just Sex (1998),Comedy,2.83,12
Hot Lead and Cold Feet (1978),Comedy,2.83,42
Blue Hawaii (1961),Comedy,2.83,121
"American Tail: Fievel Goes West, An (1991)",Comedy,2.83,201
Nadine (1987),Comedy,2.84,55
Three to Tango (1999),Comedy,2.84,103
Something to Talk About (1995),Comedy,2.84,164
Out to Sea (1997),Comedy,2.85,59
"Lords of Flatbush, The (1974)",Comedy,2.86,85
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,2.86,111
20 Dates (1998),Comedy,2.86,139
Picture Perfect (1997),Comedy,2.86,162
What Planet Are You From? (2000),Comedy,2.86,180
Multiplicity (1996),Comedy,2.86,239
"Evening Star, The (1996)",Comedy,2.87,90
Hocus Pocus (1993),Comedy,2.87,183
"Butcher's Wife, The (1991)",Comedy,2.87,195
Renaissance Man (1994),Comedy,2.87,248
Mickey Blue Eyes (1999),Comedy,2.87,448
Psycho Beach Party (2000),Comedy,2.88,25
"Goofy Movie, A (1995)",Comedy,2.88,168
200 Cigarettes (1999),Comedy,2.88,181
